,Users,Movie,Rating
18938,3788,Miracles from Heaven,8
18939,3788,Child 44,8.1
18940,3789,The Twilight Saga: Eclipse,2
18941,3789,The Founder,8.9
18942,3789,Bride Wars,9.9
18943,3789,Eddie the Eagle,6.7
18944,3789,American Wrestler: The Wizard,3.7
18945,3790,This Means War,9.8
18946,3790,The Three Musketeers,3.3
18947,3790,Barbershop: The Next Cut,6.7
18948,3790,Paul,8.6
18949,3790,A Walk Among the Tombstones,3
18950,3791,Scream 4,3.8
18951,3791,Jack Reacher,3.3
18952,3791,Your Highness,8.7
18953,3791,Manchester by the Sea,8.8
18954,3791,The Love Witch,4.5
18955,3792,The Loft,9.9
18956,3792,Inside Man,2.6
18957,3792,Sex and the City,6.1
18958,3792,Silver Linings Playbook,3.4
18959,3792,Rock of Ages,6.1
18960,3793,Inside Out,5.5
18961,3793,Real Steel,3.4
18962,3793,American Hustle,2.4
18963,3793,Faster,6.3
18964,3793,The Last Airbender,5.4
18965,3794,What If,6
18966,3794,Mad Max: Fury Road,5.5
18967,3794,Revolutionary Road,6.6
18968,3794,L'odyssée,8.1
18969,3794,Apocalypto,4
18970,3795,Pet,7.3
18971,3795,Harry Potter and the Deathly Hallows: Part 1,2.5
18972,3795,The Magnificent Seven,8.1
18973,3795,Frantz,6.6
18974,3795,Megamind,4.4
18975,3796,Australia,6.7
18976,3796,Transcendence,3.6
18977,3796,The Autopsy of Jane Doe,7.5
18978,3796,Winter's Bone,8.3
18979,3796,Rules Don't Apply,9.6
18980,3797,After Earth,3.3
18981,3797,Mission: Impossible - Ghost Protocol,9.4
18982,3797,Detour,2
18983,3797,Faster,2.9
18984,3797,Viking,6.9
18985,3798,Sex and the City 2,5.5
18986,3798,I Origins,8.7
18987,3798,Horrible Bosses 2,3.5
18988,3798,Hounds of Love,9
18989,3798,The Happening,5.3
18990,3799,Jupiter Ascending,4.1
18991,3799,The Expendables 2,5.6
18992,3799,Oblivion,8.3
18993,3799,Children of Men,3.5
18994,3799,The Gambler,9.9
18995,3800,Before I Wake,3.9
18996,3800,American Honey,7.6
18997,3800,The Dressmaker,8.4
18998,3800,In Time,3.3
18999,3800,The Hollars,3.9
19000,3801,Angry Birds,6.5
19001,3801,The Legend of Tarzan,9.1
19002,3801,Tomorrowland,9.1
19003,3801,American Sniper,2.4
19004,3801,Dark Places,6.1
19005,3802,Rocky Balboa,8.1
19006,3802,Indignation,4.6
19007,3802,Dark Places,2.2
19008,3802,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",7.9
19009,3802,Furious 6,3.7
19010,3803,Underworld Awakening,5.6
19011,3803,Lincoln,7.3
19012,3803,Fantastic Mr. Fox,3.8
19013,3803,Masterminds,2.6
19014,3803,Billy Lynn's Long Halftime Walk,9.1
19015,3804,G.I. Joe: Retaliation,3.7
19016,3804,Prometheus,8.5
19017,3804,Captain America: Civil War,7.3
19018,3804,Triple 9,5.6
19019,3804,The Prestige,6.8
19020,3805,Ballerina,9.5
19021,3805,The 5th Wave,5.8
19022,3805,Sausage Party,8.6
19023,3805,Orphan,6.6
19024,3805,After Earth,4.3
19025,3806,Mike and Dave Need Wedding Dates,8.2
19026,3806,Lavender,7.8
19027,3806,Barbershop: The Next Cut,2.8
19028,3806,Quantum of Solace,2.9
19029,3806,The Theory of Everything,7.3
19030,3807,3 Days to Kill,4.8
19031,3807,In Dubious Battle,6
19032,3807,Self/less,3.4
19033,3807,Knight of Cups,2.8
19034,3807,Grindhouse,7.4
19035,3808,Under the Skin,8.7
19036,3808,Wreck-It Ralph,5.7
19037,3808,This Means War,7.9
19038,3808,Moonlight,7.5
19039,3808,Little Miss Sunshine,5.5
19040,3809,Moneyball,3.7
19041,3809,Ouija: Origin of Evil,9
19042,3809,Never Back Down,5.4
19043,3809,August Rush,2
19044,3809,The Bourne Legacy,3
19045,3810,Iron Man,6.8
19046,3810,Detour,5.4
19047,3810,The First Time,5.8
19048,3810,Indignation,2.5
19049,3810,Your Highness,8.4
19050,3811,The Shallows,2.6
19051,3811,World War Z,8.3
19052,3811,The Big Short,9.8
19053,3811,Midnight Special,5.4
19054,3811,Sucker Punch,7.9
19055,3812,Jackie,7.2
19056,3812,The Gambler,5.2
19057,3812,X-Men: Apocalypse,6.8
19058,3812,The Twilight Saga: Breaking Dawn - Part 2,5.3
19059,3812,Trainwreck,8.6
19060,3813,Paul,8.5
19061,3813,We Need to Talk About Kevin,5.9
19062,3813,Watchmen,7.1
19063,3813,Fantastic Beasts and Where to Find Them,9.8
19064,3813,The Autopsy of Jane Doe,2.4
19065,3814,American Reunion,2.7
19066,3814,The Book of Eli,7.2
19067,3814,The Da Vinci Code,9
19068,3814,The Green Inferno,2.2
19069,3814,The Warriors Gate,4.8
19070,3815,Dangal,8.2
19071,3815,Captain America: The Winter Soldier,2.7
19072,3815,The Rise of the Krays,5.6
19073,3815,The Age of Shadows,7.6
19074,3815,Green Lantern,8.2
19075,3816,If I Stay,4.5
19076,3816,Seven Pounds,3
19077,3816,Magic Mike XXL,4
19078,3816,Brimstone,2.9
19079,3816,Dawn of the Planet of the Apes,2.4
19080,3817,L'avenir,7.5
19081,3817,The Expendables 2,7.2
19082,3817,Perfetti sconosciuti,7.2
19083,3817,Paris pieds nus,9.7
19084,3817,Hunger,2.3
19085,3818,The Golden Compass,9
19086,3818,War on Everyone,9.2
19087,3818,Mission: Impossible III,4.7
19088,3818,Morgan,5.7
19089,3818,Mommy,9.1
19090,3819,Super 8,2
19091,3819,The Butler,5
19092,3819,The Karate Kid,6.7
19093,3819,17 Again,3.7
19094,3819,The Light Between Oceans,8.7
19095,3820,District 9,8.9
19096,3820,Pet,9.2
19097,3820,The Book of Life,2.2
19098,3820,The Jungle Book,7
19099,3820,Angry Birds,4.9
19100,3821,Brimstone,5.1
19101,3821,The Exception,7.8
19102,3821,Seven Psychopaths,5.1
19103,3821,Thor,7.6
19104,3821,P.S. I Love You,9.6
19105,3822,Kung Fu Panda 3,7.5
19106,3822,Taare Zameen Par,7.8
19107,3822,Black Mass,9.4
19108,3822,Knocked Up,2.8
19109,3822,The Secret Life of Pets,5.2
19110,3823,Harry Potter and the Deathly Hallows: Part 2,6.9
19111,3823,5/25/1977,5.8
19112,3823,Storks,2.1
19113,3823,Goosebumps,4.5
19114,3823,Martyrs,5.6
19115,3824,A Walk Among the Tombstones,7.2
19116,3824,Teenage Mutant Ninja Turtles: Out of the Shadows,4.2
19117,3824,Take Me Home Tonight,9.5
19118,3824,Begin Again,3.5
19119,3824,Zodiac,9.1
19120,3825,Her,7.1
19121,3825,The Accountant,8.3
19122,3825,Jack Ryan: Shadow Recruit,5.2
19123,3825,Up in the Air,4.9
19124,3825,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.6
19125,3826,Midnight Special,2.5
19126,3826,Oz the Great and Powerful,2.2
19127,3826,The Host,6.2
19128,3826,"Love, Rosie",3.7
19129,3826,Masterminds,9.3
19130,3827,Fantastic Beasts and Where to Find Them,3.6
19131,3827,Bride Wars,6.2
19132,3827,The Drop,7.6
19133,3827,The Twilight Saga: Eclipse,9.5
19134,3827,21 Jump Street,2.9
19135,3828,Hotel Transylvania 2,5.5
19136,3828,Absolutely Anything,9.7
19137,3828,The Gambler,5.4
19138,3828,Seventh Son,6.2
19139,3828,Bride Wars,8.5
19140,3829,Eastern Promises,7.7
19141,3829,The Dark Knight,3.3
19142,3829,Sisters,4.2
19143,3829,Boyhood,6.3
19144,3829,X-Men: Apocalypse,3.5
19145,3830,Big Hero 6,7.9
19146,3830,The Hollars,9.1
19147,3830,The Hunger Games,6.1
19148,3830,Perfetti sconosciuti,9.3
19149,3830,Sherlock Holmes: A Game of Shadows,8.8
19150,3831,Deuces,9.9
19151,3831,Anna Karenina,4.3
19152,3831,Raw (II),4.2
19153,3831,The Departed,9
19154,3831,The Blind Side,5.2
19155,3832,Sex and the City,3.1
19156,3832,The Town,2.9
19157,3832,Jurassic World,9.9
19158,3832,Colonia,7.2
19159,3832,Stake Land,4.3
19160,3833,Knight of Cups,3.8
19161,3833,What's Your Number?,6.7
19162,3833,Batman v Superman: Dawn of Justice,5.1
19163,3833,Hellboy II: The Golden Army,8.4
19164,3833,Triple 9,4.3
19165,3834,Transformers: Dark of the Moon,8.5
19166,3834,High-Rise,3
19167,3834,The Hangover,6.8
19168,3834,Rush,8.2
19169,3834,Bone Tomahawk,6.3
19170,3835,Coraline,2.3
19171,3835,Robin Hood,7.6
19172,3835,Carrie,7.4
19173,3835,Battleship,9.7
19174,3835,Friend Request,3.4
19175,3836,Paul,2.8
19176,3836,San Andreas,7.3
19177,3836,Gone Girl,8.6
19178,3836,Footloose,9.1
19179,3836,A Cure for Wellness,5
19180,3837,G.I. Joe: The Rise of Cobra,8.2
19181,3837,50/50,8.7
19182,3837,Birdman or (The Unexpected Virtue of Ignorance),6.6
19183,3837,What We Do in the Shadows,8.1
19184,3837,The Imitation Game,5.4
19185,3838,Love & Friendship,3.3
19186,3838,Billy Lynn's Long Halftime Walk,5.7
19187,3838,Apocalypto,3.7
19188,3838,Adoration,9.9
19189,3838,Hunger,3.1
19190,3839,Riddick,5.7
19191,3839,Eagle Eye,8.2
19192,3839,Hostel: Part II,6
19193,3839,True Grit,2.8
19194,3839,Gold,8.2
19195,3840,Noah,5.5
19196,3840,Talladega Nights: The Ballad of Ricky Bobby,7.1
19197,3840,The Siege of Jadotville,2.9
19198,3840,Across the Universe,5.6
19199,3840,It's Only the End of the World,9.7
19200,3841,Jane Eyre,6.9
19201,3841,Kubo and the Two Strings,4.1
19202,3841,The Incredible Hulk,3.8
19203,3841,Why Him?,5.9
19204,3841,Savages,6.9
19205,3842,Mad Max: Fury Road,9.5
19206,3842,Kickboxer: Vengeance,5
19207,3842,Cars 2,3.7
19208,3842,Sherlock Holmes,9.7
19209,3842,Pete's Dragon,9.6
19210,3843,Popstar: Never Stop Never Stopping,4.2
19211,3843,Iris,6.2
19212,3843,Slumdog Millionaire,8.4
19213,3843,The Hateful Eight,7.6
19214,3843,You Don't Mess with the Zohan,3.2
19215,3844,The Proposal,2.8
19216,3844,Wolves at the Door,8.4
19217,3844,The Mummy: Tomb of the Dragon Emperor,5.3
19218,3844,Snowden,7
19219,3844,The Perks of Being a Wallflower,9.4
19220,3845,A Million Ways to Die in the West,6.3
19221,3845,Pompeii,4.5
19222,3845,Beowulf,3.7
19223,3845,Zipper,7
19224,3845,Locke,3.1
19225,3846,Wild,9.3
19226,3846,Exposed,9.9
19227,3846,Disaster Movie,5.4
19228,3846,Edge of Tomorrow,9.1
19229,3846,The Black Room,5.9
19230,3847,Hidden Figures,9.4
19231,3847,No Escape,5.6
19232,3847,The Exception,8.4
19233,3847,Collateral Beauty,6.1
19234,3847,17 Again,6.2
19235,3848,Search Party,7
19236,3848,The Twilight Saga: Breaking Dawn - Part 2,6.6
19237,3848,Män som hatar kvinnor,2.8
19238,3848,42,2.7
19239,3848,Super 8,6.3
19240,3849,Skyfall,8
19241,3849,(500) Days of Summer,3.7
19242,3849,Moneyball,5.5
19243,3849,Seven Pounds,6.3
19244,3849,Lone Survivor,4.2
19245,3850,The Lone Ranger,3.2
19246,3850,Hunger,4.9
19247,3850,Ma vie de Courgette,3.6
19248,3850,Free Fire,9.7
19249,3850,Across the Universe,5
19250,3851,Transformers,3.9
19251,3851,Gods of Egypt,6.7
19252,3851,Srpski film,3.5
19253,3851,The Book of Eli,7.1
19254,3851,Cars 2,6.9
19255,3852,The Girl on the Train,8
19256,3852,Stardust,3.5
19257,3852,Star Trek,5.9
19258,3852,Steve Jobs,5.1
19259,3852,American Pastoral,6.4
19260,3853,Sleeping with Other People,8
19261,3853,War Dogs,3.2
19262,3853,The Hobbit: The Desolation of Smaug,4.8
19263,3853,The Equalizer,9.6
19264,3853,Step Up,8.1
19265,3854,Captain America: Civil War,8.1
19266,3854,Transformers: Dark of the Moon,6.7
19267,3854,Ratatouille,7.9
19268,3854,Resident Evil: Afterlife,7.3
19269,3854,Tropic Thunder,2.2
19270,3855,Terminator Genisys,6.5
19271,3855,Harry Potter and the Deathly Hallows: Part 1,4.7
19272,3855,Indignation,3.1
19273,3855,28 Weeks Later,2.8
19274,3855,Out of the Furnace,3.8
19275,3856,Toy Story 3,3.1
19276,3856,The Escort,3
19277,3856,The Last Airbender,3.4
19278,3856,Les Misérables,7
19279,3856,Immortals,2.1
19280,3857,Freedom Writers,7.1
19281,3857,Predestination,8.7
19282,3857,Blair Witch,6.5
19283,3857,21 Jump Street,6.7
19284,3857,The Stakelander,8.2
19285,3858,"Crazy, Stupid, Love.",2.2
19286,3858,The Ugly Truth,5.7
19287,3858,Cinderella,3.8
19288,3858,Masterminds,9.4
19289,3858,The Proposal,7.6
19290,3859,Pirates of the Caribbean: At World's End,4.9
19291,3859,Step Brothers,8.5
19292,3859,Pitch Perfect 2,8.1
19293,3859,Trainwreck,8.9
19294,3859,Black Mass,3.5
19295,3860,Man of Steel,7.5
19296,3860,Planet Terror,3.1
19297,3860,Django Unchained,7.8
19298,3860,The Choice,4.9
19299,3860,Paper Towns,5.8
19300,3861,28 Weeks Later,3.8
19301,3861,The Wolf of Wall Street,3.6
19302,3861,Big Hero 6,8
19303,3861,True Crimes,4.6
19304,3861,After Earth,4.8
19305,3862,Christine,2.1
19306,3862,Iris,5
19307,3862,The Exception,7.4
19308,3862,2012,2.8
19309,3862,The Giver,3.1
19310,3863,Rise of the Planet of the Apes,4.5
19311,3863,The Wolverine,4.1
19312,3863,Fifty Shades of Grey,4.2
19313,3863,City of Tiny Lights,6.4
19314,3863,Eagle Eye,7.3
19315,3864,Magic Mike,7.4
19316,3864,Neighbors,2.2
19317,3864,Dark Shadows,3.6
19318,3864,Into the Forest,6.6
19319,3864,Storks,9.9
19320,3865,The Light Between Oceans,8.6
19321,3865,The Assassination of Jesse James by the Coward Robert Ford,4.4
19322,3865,Evil Dead,2
19323,3865,Transcendence,8.4
19324,3865,The Girl Next Door,3.8
19325,3866,Anna Karenina,3.3
19326,3866,Lion,9.9
19327,3866,Happy Feet,6.2
19328,3866,Lady in the Water,5.4
19329,3866,Terminator Genisys,8.4
19330,3867,Pirates of the Caribbean: On Stranger Tides,2.5
19331,3867,Green Room,9.8
19332,3867,Koe no katachi,7.9
19333,3867,Trolls,3.3
19334,3867,Me and Earl and the Dying Girl,4.7
19335,3868,A Dark Song,5.3
19336,3868,Kick-Ass 2,5.7
19337,3868,The Descendants,5.2
19338,3868,We're the Millers,7.9
19339,3868,Crimson Peak,7.6
19340,3869,Allied,2.6
19341,3869,Percy Jackson & the Olympians: The Lightning Thief,4.3
19342,3869,Sleeping Beauty,7.6
19343,3869,This Beautiful Fantastic,6.1
19344,3869,True Grit,5.9
19345,3870,Alice in Wonderland,2.3
19346,3870,Now You See Me,8.9
19347,3870,Safe Haven,3.7
19348,3870,Filth,6
19349,3870,The Nice Guys,6.9
19350,3871,Kicks,9.5
19351,3871,USS Indianapolis: Men of Courage,4.8
19352,3871,Magic Mike,6.1
19353,3871,The Bourne Ultimatum,3.1
19354,3871,Les Misérables,7.8
19355,3872,Lady Macbeth,6.6
19356,3872,The Stanford Prison Experiment,3.9
19357,3872,Shut In,2.2
19358,3872,Man of Steel,4.7
19359,3872,The Hobbit: The Battle of the Five Armies,4.7
19360,3873,Lincoln,3.7
19361,3873,Hercules,8.3
19362,3873,Fantastic Four,3.6
19363,3873,Folk Hero & Funny Guy,4.2
19364,3873,Ben-Hur,8.2
19365,3874,Birdman or (The Unexpected Virtue of Ignorance),8.8
19366,3874,Tron,4.8
19367,3874,Freedom Writers,7
19368,3874,Pain & Gain,4.4
19369,3874,Take Me Home Tonight,3.3
19370,3875,Inherent Vice,4.7
19371,3875,The Assignment,2.1
19372,3875,Fantastic Mr. Fox,8.1
19373,3875,Tall Men,9.2
19374,3875,Folk Hero & Funny Guy,6.6
19375,3876,Carrie,3
19376,3876,The Place Beyond the Pines,9.3
19377,3876,Horns,2.2
19378,3876,Tomorrowland,5.7
19379,3876,17 Again,5.9
19380,3877,Maze Runner: The Scorch Trials,7.8
19381,3877,Woman in Gold,4
19382,3877,Tropic Thunder,6
19383,3877,The Mortal Instruments: City of Bones,8.6
19384,3877,X-Men: Days of Future Past,9.6
19385,3878,Mindhorn,9.3
19386,3878,Boyka: Undisputed IV,3.5
19387,3878,Lady Macbeth,6
19388,3878,The Theory of Everything,2.7
19389,3878,The Fault in Our Stars,4
19390,3879,Silence,8.1
19391,3879,The Illusionist,8.8
19392,3879,Don't Breathe,5.5
19393,3879,Annie,9.2
19394,3879,Mean Dreams,4.2
19395,3880,Toni Erdmann,5.5
19396,3880,The Lucky One,5.4
19397,3880,"I, Daniel Blake",7.1
19398,3880,Filth,4.4
19399,3880,Dark Places,3.1
19400,3881,Bride Wars,9.1
19401,3881,The Family,5
19402,3881,I Spit on Your Grave,7.9
19403,3881,Shutter Island,4.5
19404,3881,Folk Hero & Funny Guy,4.1
19405,3882,Zipper,7.2
19406,3882,Zack and Miri Make a Porno,4.9
19407,3882,My Big Fat Greek Wedding 2,7.6
19408,3882,A United Kingdom,9.7
19409,3882,How to Train Your Dragon 2,5.2
19410,3883,Self/less,5.4
19411,3883,Friends with Benefits,5.2
19412,3883,Unbroken,8.5
19413,3883,Ballerina,4.1
19414,3883,Harry Potter and the Order of the Phoenix,2.9
19415,3884,Ted 2,3.7
19416,3884,Assassin's Creed,7.9
19417,3884,The Imitation Game,3.5
19418,3884,The Invitation,2.3
19419,3884,Viking,5.2
19420,3885,L'odyssée,6.9
19421,3885,Unstoppable,3.7
19422,3885,Ex Machina,4
19423,3885,Arrival,6.7
19424,3885,Chalk It Up,9.3
19425,3886,Sweeney Todd: The Demon Barber of Fleet Street,7
19426,3886,Sunshine,3.7
19427,3886,Sucker Punch,3.4
19428,3886,Pain & Gain,4.4
19429,3886,The Warriors Gate,7.8
19430,3887,El secreto de sus ojos,4.6
19431,3887,Begin Again,2.8
19432,3887,Star Trek Beyond,7.3
19433,3887,Split,2.1
19434,3887,Love & Friendship,7.3
19435,3888,Jurassic World,7.8
19436,3888,Spider-Man 3,9.1
19437,3888,The Founder,3.4
19438,3888,Deadpool,9.7
19439,3888,Tangled,7
19440,3889,Toni Erdmann,2.2
19441,3889,The Love Witch,5.9
19442,3889,A Walk Among the Tombstones,6
19443,3889,Shin Gojira,6.8
19444,3889,Monster Trucks,6.3
19445,3890,Triple 9,5.7
19446,3890,Before I Wake,2
19447,3890,La vie d'Adèle,8.7
19448,3890,The Legend of Tarzan,3.9
19449,3890,Whiskey Tango Foxtrot,9.6
19450,3891,Room,8.1
19451,3891,Whisky Galore,6.6
19452,3891,Guardians of the Galaxy,6.7
19453,3891,The Imitation Game,4
19454,3891,Detour,2.9
19455,3892,Riddick,9.9
19456,3892,Crimson Peak,4.8
19457,3892,Mamma Mia!,5
19458,3892,Star Trek Beyond,4.1
19459,3892,Flight,7.6
19460,3893,The Hobbit: An Unexpected Journey,5.2
19461,3893,Nymphomaniac: Vol. I,3.7
19462,3893,The Town,4.6
19463,3893,Captain America: Civil War,5.9
19464,3893,Flight,2.2
19465,3894,Split,8.2
19466,3894,Miss Sloane,3.6
19467,3894,Vampire Academy,7.1
19468,3894,A Bigger Splash,5.1
19469,3894,En man som heter Ove,4.6
19470,3895,Spring Breakers,8.4
19471,3895,The Hateful Eight,5.9
19472,3895,Rio,9.2
19473,3895,Keeping Up with the Joneses,7.3
19474,3895,Frantz,5.9
19475,3896,Maudie,3.8
19476,3896,Mamma Mia!,5.1
19477,3896,Sisters,4.1
19478,3896,Forgetting Sarah Marshall,5.1
19479,3896,Dredd,4.6
19480,3897,Ghost Rider,5.5
19481,3897,USS Indianapolis: Men of Courage,6.2
19482,3897,Hardcore Henry,8
19483,3897,Chalk It Up,5.5
19484,3897,If I Stay,6.5
19485,3898,Daddy's Home,7.7
19486,3898,The Lobster,8.4
19487,3898,Shame,4.7
19488,3898,Assassin's Creed,7.5
19489,3898,Good Kids,8.8
19490,3899,Boyhood,8.3
19491,3899,The Butler,3.1
19492,3899,Ice Age: Collision Course,2.1
19493,3899,A Monster Calls,4.2
19494,3899,How to Train Your Dragon 2,4.9
19495,3900,The Walk,5
19496,3900,The Three Musketeers,4.1
19497,3900,Superman Returns,6.5
19498,3900,The Drop,5
19499,3900,"I, Daniel Blake",6.3
19500,3901,The Counselor,8.4
19501,3901,Old Boy,8.5
19502,3901,The Strangers,7.2
19503,3901,Martyrs,9.4
19504,3901,The Expendables,2
19505,3902,Friday the 13th,8.4
19506,3902,The Rise of the Krays,3.2
19507,3902,Blue Valentine,5.8
19508,3902,Hidden Figures,5.9
19509,3902,Saving Mr. Banks,9.4
19510,3903,A Good Year,9.4
19511,3903,Super,9.9
19512,3903,Quantum of Solace,8.6
19513,3903,Goosebumps,9.7
19514,3903,Django Unchained,7.7
19515,3904,Moonrise Kingdom,7.8
19516,3904,Hairspray,2.5
19517,3904,Bridge of Spies,7.7
19518,3904,Sex and the City,3.3
19519,3904,The Boy in the Striped Pyjamas,2.8
19520,3905,Godzilla,5.4
19521,3905,Underworld: Rise of the Lycans,3.3
19522,3905,Enchanted,9.4
19523,3905,The Thinning,3
19524,3905,Concussion,7.9
19525,3906,Argo,8.5
19526,3906,The Warriors Gate,4.1
19527,3906,Trainwreck,4
19528,3906,The Purge,7.5
19529,3906,Hidden Figures,6.8
19530,3907,In Time,5.5
19531,3907,Eye in the Sky,4.6
19532,3907,The Hateful Eight,6.2
19533,3907,The Amazing Spider-Man 2,5
19534,3907,Into the Woods,5.8
19535,3908,Toy Story 3,6.6
19536,3908,American Reunion,2.6
19537,3908,Captain America: The First Avenger,8.3
19538,3908,Live by Night,3.3
19539,3908,City of Tiny Lights,6.7
19540,3909,Dark Places,3.1
19541,3909,The Hobbit: An Unexpected Journey,4.3
19542,3909,Knocked Up,9.2
19543,3909,High-Rise,7
19544,3909,Kingsman: The Secret Service,2.2
19545,3910,Colossal,5.4
19546,3910,Collide,6
19547,3910,Underworld Awakening,8.9
19548,3910,Sausage Party,7.3
19549,3910,Let's Be Cops,7.8
19550,3911,Sunshine,9.1
19551,3911,The Best of Me,9.1
19552,3911,Let Me Make You a Martyr,4.6
19553,3911,Criminal,5.5
19554,3911,Anna Karenina,6.9
19555,3912,Paul,6.2
19556,3912,Endless Love,2.2
19557,3912,Doctor Strange,7.8
19558,3912,A Walk Among the Tombstones,2.5
19559,3912,Tracktown,4.5
19560,3913,This Means War,6.5
19561,3913,Allegiant,9.5
19562,3913,The VVitch: A New-England Folktale,9.4
19563,3913,Kickboxer: Vengeance,4.2
19564,3913,The Twilight Saga: Breaking Dawn - Part 2,2.9
19565,3914,The Karate Kid,2.5
19566,3914,Equals,2.9
19567,3914,The Golden Compass,4.6
19568,3914,Me and Earl and the Dying Girl,3
19569,3914,Shooter,4.5
19570,3915,Tusk,3.3
19571,3915,Big Hero 6,5.3
19572,3915,Sinister,4.2
19573,3915,Sleight,4.7
19574,3915,Man of Steel,7
19575,3916,The Fountain,5.6
19576,3916,Adoration,9.3
19577,3916,Zodiac,8.9
19578,3916,Southpaw,6.1
19579,3916,Underworld: Blood Wars,6.5
19580,3917,The Intouchables,7.2
19581,3917,White House Down,8.1
19582,3917,10 Years,4.9
19583,3917,Horns,4.6
19584,3917,50/50,5.1
19585,3918,Wild,5.5
19586,3918,USS Indianapolis: Men of Courage,8
19587,3918,Noah,8.1
19588,3918,Jack Ryan: Shadow Recruit,3.5
19589,3918,Seventh Son,9.2
19590,3919,Begin Again,6.3
19591,3919,Genius,8.2
19592,3919,The Hunger Games,3.4
19593,3919,The Intent,6.2
19594,3919,Rupture,5.5
19595,3920,5/25/1977,8.2
19596,3920,Bonjour Anne,4.4
19597,3920,Transpecos,6
19598,3920,Hellboy II: The Golden Army,4.5
19599,3920,Disturbia,7.1
19600,3921,Trance,4.9
19601,3921,The Host,3.3
19602,3921,Keanu,6.7
19603,3921,A Monster Calls,7.4
19604,3921,Friends with Benefits,8.3
19605,3922,The Book of Eli,2
19606,3922,Joy,7.7
19607,3922,The Love Witch,4.4
19608,3922,Zoolander 2,5.9
19609,3922,Idiocracy,7.2
19610,3923,Indignation,4
19611,3923,Lavender,7.1
19612,3923,Steve Jobs,3.2
19613,3923,Red Dawn,6.7
19614,3923,The Gambler,3.9
19615,3924,Ghostbusters,9.2
19616,3924,Paper Towns,5.4
19617,3924,True Crimes,2.8
19618,3924,Ocean's Thirteen,5.4
19619,3924,Limitless,8.9
19620,3925,Assassin's Creed,3.9
19621,3925,The Founder,6.3
19622,3925,Snowpiercer,8.2
19623,3925,Harry Potter and the Deathly Hallows: Part 1,4
19624,3925,Robin Hood,6.2
19625,3926,The Ridiculous 6,6.2
19626,3926,Perfume: The Story of a Murderer,8
19627,3926,Youth,6.4
19628,3926,The Huntsman: Winter's War,9.3
19629,3926,Star Trek,8.2
19630,3927,Zootopia,7.8
19631,3927,The Lives of Others,5.3
19632,3927,The First Time,7.6
19633,3927,Zipper,4.2
19634,3927,A Good Year,8
19635,3928,G.I. Joe: Retaliation,4.4
19636,3928,Before We Go,5.8
19637,3928,The World's End,8
19638,3928,The Conjuring 2,8.1
19639,3928,Indignation,5.8
19640,3929,Patriots Day,2.8
19641,3929,A Million Ways to Die in the West,4.4
19642,3929,Florence Foster Jenkins,5.4
19643,3929,Rogue One,9.6
19644,3929,Vampire Academy,6.8
19645,3930,21,7.8
19646,3930,Rupture,4.5
19647,3930,Mad Max: Fury Road,8.8
19648,3930,A Street Cat Named Bob,3.7
19649,3930,Jackie,3.6
19650,3931,Moonlight,4.6
19651,3931,Hounds of Love,8.3
19652,3931,Shin Gojira,4
19653,3931,Sing,8.3
19654,3931,John Wick,9.2
19655,3932,Coraline,6.4
19656,3932,Lavender,6.1
19657,3932,The Twilight Saga: Eclipse,6
19658,3932,Blue Valentine,2.3
19659,3932,Jupiter Ascending,5.5
19660,3933,Jupiter Ascending,4.2
19661,3933,Cars 2,3.1
19662,3933,Max Steel,7.6
19663,3933,The Cabin in the Woods,7.9
19664,3933,Doctor Strange,3.1
19665,3934,Star Trek,5.9
19666,3934,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2.4
19667,3934,Ballerina,3.1
19668,3934,Precious,2.3
19669,3934,He's Just Not That Into You,3.5
19670,3935,Inglourious Basterds,4.1
19671,3935,Triangle,4.9
19672,3935,Storks,8.9
19673,3935,The Book of Eli,8.8
19674,3935,Exodus: Gods and Kings,5.4
19675,3936,Room,7.6
19676,3936,We Need to Talk About Kevin,5.4
19677,3936,The Strangers,7.3
19678,3936,The Wolf of Wall Street,5.7
19679,3936,En man som heter Ove,3.9
19680,3937,The Choice,6.1
19681,3937,I Am Number Four,9.9
19682,3937,Spring Breakers,6.9
19683,3937,Pirates of the Caribbean: On Stranger Tides,6.3
19684,3937,(500) Days of Summer,4.7
19685,3938,Ender's Game,4.3
19686,3938,Mommy,7.4
19687,3938,1408,5
19688,3938,Movie 43,7.1
19689,3938,Demolition,6.5
19690,3939,The Survivalist,4.9
19691,3939,Inside Out,3.7
19692,3939,Snakes on a Plane,3.8
19693,3939,Avatar,9.3
19694,3939,Silver Linings Playbook,5.8
19695,3940,Unbroken,9.3
19696,3940,Cinderella,7.9
19697,3940,Public Enemies,9.7
19698,3940,Transformers: Revenge of the Fallen,2
19699,3940,Bacalaureat,9.4
19700,3941,The Last Witch Hunter,5.7
19701,3941,A Kind of Murder,6.6
19702,3941,The Magnificent Seven,9
19703,3941,Gran Torino,3
19704,3941,Olympus Has Fallen,4.1
19705,3942,Body of Lies,5.1
19706,3942,42,8.3
19707,3942,Tall Men,4.4
19708,3942,Dark Shadows,2.3
19709,3942,Kicks,8.4
19710,3943,No Country for Old Men,5.1
19711,3943,Manchester by the Sea,9.4
